1694,PCP,0
1695,POT,1
1696,SNV,1
1697,TG,1
1698,GHC,1
1699,LUX,1
1700,GF,1
1701,COG,1
1702,ECF,1
1703,MVF,1
1704,CEE,1
1705,ICON,1
1706,UDR,1
1707,JOF,1
1708,CLGX,1
1709,MEI,1
1710,NMO,0
1711,VLY,1
1712,ACET,1
1713,AGYS,1
1714,ASNA,1
1715,AWR,1
1716,BANF,1
1717,BBT,1
1718,BOTA,0
1719,BPOP,1
1720,BRS,1
1721,CCUR,1
1722,CDNS,1
1723,CDZI,1
1724,CELG,1
1725,CERN,1
1726,CFI,1
1727,CFR,1
1728,CINF,1
1729,CLC,1
1730,CLDX,1
1731,CLH,1
1732,CMA,1
1733,CMCSK,0
1734,CNMD,1
1735,COHR,1
1736,COKE,1
1737,CPE,1
1738,CPF,1
1739,CPK,1
1740,CRK,1
1741,CRUS,1
1742,CSCO,1
1743,CTAS,1
1744,CUZ,1
1745,CWT,1
1746,DAIO,1
1747,DGAS,1
1748,DGICB,1
1749,DGII,1
1750,DXYN,1
1751,EA,1
1752,EBIX,1
1753,ECOL,1
1754,EGAS,1
1755,EMCI,1
1756,ENZN,0
1757,ESIO,1
1758,ESND,1
1759,EXAR,1
1760,EXPD,1
1761,FARM,1
1762,FAST,1
1763,FELE,1
1764,FFBC,1
1765,FHN,1
1766,FISV,1
1767,FITB,1
1768,FLS,1
1769,FMBI,1
1770,FRPH,1
1771,FSTR,1
1772,FTR,1
1773,FUL,1
1774,FULT,1
1775,GIII,1
1776,GK,1
1777,GNTX,1
1778,GSBC,1
1779,HBAN,1
1780,HCSG,1
1781,HELE,1
1782,HNI,1
1783,HOLX,1
1784,HTCH,0
1785,HTLD,1
1786,IDCC,1
1787,IDTI,1
1788,IGT,1
1789,IHC,1
1790,IIVI,1
1791,IMGN,1
1792,IMKTA,1
1793,IMMU,1
1794,IVC,1
1795,JBHT,1
1796,JCS,1
1797,JJSF,1
1798,JKHY,1
1799,JOUT,1
1800,KAMN,1
1801,KBAL,1
1802,KELYA,1
1803,KLAC,1
1804,KLIC,1
1805,KTCC,1
1806,KWR,1
1807,LABL,1
1808,LAKE,1
1809,LANC,1
1810,LAWS,1
1811,LLTC,1
1812,LNCE,1
1813,LNN,1
1814,LRCX,1
1815,LSCC,1
1816,LYTS,1
1817,MCY,1
1818,MERC,1
1819,MGA,1
